Code;Latitude;Longitude;restaurant_count;restaurant_is_capped;school_count;school_is_capped;bank_count;bank_is_capped;hospital_count;hospital_is_capped;total_poi;road_types;road_types_desc;road_score;is_main_road;intersection_count;radius_m;alfamidi_count;other_minimarket_count;supermarket_count;total_retail_capped;is_capped;growth_rate_annual;pop_2020;pop_2026_est;density_2020;density_2026_est;category_2026;Status;Region
2505;-62.514.546;1.068.618.906;20;1;20;1;20;1;20;1;80;living_street,residential;jalan kecil / gang,jalan perumahan;3;0;17;1000;1;10;9;10;1;0.90%;54081;57068;17214.53;18165.28;very_high;0;1
1979;169.377.309.882.598;988.201.329.309.386;20;1;20;1;8;0;2;0;50;trunk,residential,living_street;jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang;6;1;25;2000;0;9;6;10;1;1.90%;24816;27783;1974.79;2210.89;low;1;3
2818;-727.429.235.215.177;112.728.690.276.413;20;1;20;1;20;1;13;0;73;secondary,tertiary,secondary_link,residential,living_street,trunk;jalan penghubung utama,jalan lokal besar,akses jalan penghubung,jalan perumahan,jalan kecil / gang,jalan besar penghubung antar kota;10;1;37;1500;3;5;12;10;1;1.30%;98188;106100;13890.8;15010.11;high;1;2
1328;-6.578.042.029.894;10.681.837.012.105;20;1;20;1;20;1;20;1;80;residential,living_street,primary,primary_link;jalan perumahan,jalan kecil / gang,jalan utama kota,primary_link;8;1;71;1000;2;13;5;10;1;1.30%;79177;85557;11201.27;12103.86;medium;1;1
2825;-732.114.565.064.991;11.278.745.908.706;20;1;20;1;20;1;11;0;71;tertiary,residential;jalan lokal besar,jalan perumahan;5;0;74;1500;0;8;12;10;1;1.70%;66228;73277;9369.36;10366.59;medium;1;2
2105;-0.487160764072246;11.712.684.145.998;20;1;20;1;20;1;13;0;73;residential,secondary,living_street,trunk,trunk_link;jalan perumahan,jalan penghubung utama,jalan kecil / gang,jalan besar penghubung antar kota,akses jalan besar;10;1;43;2000;4;10;6;10;1;1.90%;98272;110021;7820.22;8755.16;low;1;4
2758;-2.921.018;104.780.885;20;1;20;1;20;1;12;0;72;tertiary,unclassified,residential,living_street;jalan lokal besar,jalan umum kecil,jalan perumahan,jalan kecil / gang;6;0;55;2000;0;12;8;10;1;1.90%;24883;27858;1980.15;2216.89;low;1;3
1296;-614.019;10.682.151;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;0;15;5;10;1;0.90%;51935;54803;16531.43;17444.46;high;0;1
1273;-617.462.390.009.893;106.857.862.363.893;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street,primary,primary_link;jalan perumahan,jalan lokal besar,jalan kecil / gang,jalan utama kota,akses jalan utama;10;1;35;1000;2;13;5;10;1;0.50%;57444;59189;18285.12;18840.58;very_high;1;1
2402;-631.545;10.679.591;20;1;20;1;20;1;20;1;80;residential,tertiary,secondary,living_street;jalan perumahan,jalan lokal besar,jalan penghubung utama,jalan kecil / gang;10;1;38;1000;0;8;12;10;1;0.90%;44822;47298;14267.29;15055.27;high;1;1
2539;-632.811.785.005.166;106.796.907.009.197;20;1;20;1;20;1;20;1;80;residential,living_street,tertiary,secondary;jalan perumahan,jalan kecil / gang,jalan lokal besar,jalan penghubung utama;10;1;64;1000;1;7;12;10;1;0.90%;53005;55932;16871.92;17803.75;high;1;1
2015;4.114.185;98.215.962;20;1;20;1;4;0;3;0;47;tertiary,residential,unclassified;jalan lokal besar,jalan perumahan,jalan umum kecil;5;0;36;2000;0;3;4;7;0;1.90%;10647;11920;847.25;948.54;low;1;3
1701;-484.762.992.161.532;119.559.178.846.768;20;1;20;1;15;0;17;0;72;residential,tertiary,trunk,trunk_link;jalan perumahan,jalan lokal besar,jalan besar penghubung antar kota,akses jalan besar;8;1;27;2000;1;11;8;10;1;1.90%;24537;27470;1952.55;2185.99;low;1;5
2346;-624.977;10.679.967;20;1;20;1;20;1;20;1;80;tertiary,primary,residential;jalan lokal besar,jalan utama kota,jalan perumahan;10;1;57;1000;0;12;8;10;1;0.90%;51042;53861;16247.23;17144.56;high;1;1
2779;-764.987;1.129.016;20;1;20;1;20;1;7;0;67;secondary,tertiary,residential;jalan penghubung utama,jalan lokal besar,jalan perumahan;9;1;35;1500;0;11;9;10;1;1.70%;56237;62223;7955.94;8802.72;low;1;2
3345;-754.830.009.178.898;111.658.790.869.999;20;1;20;1;20;1;6;0;66;trunk,secondary,residential,tertiary,living_street,trunk_link;jalan besar penghubung antar kota,jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang,akses jalan besar;10;1;58;1500;0;8;12;10;1;1.70%;23429;25923;3314.54;3667.32;low;1;2
1700;-763.143.128.548.528;111.526.217.999.071;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1500;0;5;15;10;1;1.70%;57880;64040;8188.33;9059.85;low;0;2
2922;-719.218;113.249.848;20;1;20;1;20;1;6;0;66;trunk,residential,primary,tertiary;jalan besar penghubung antar kota,jalan perumahan,jalan utama kota,jalan lokal besar;10;1;47;1500;0;7;13;10;1;1.70%;38739;42862;5480.39;6063.69;low;1;2
3645;151.404.598.707.085;124.917.994.658.016;20;1;20;1;6;0;1;0;47;residential,living_street,tertiary,trunk_link,trunk;jalan perumahan,jalan kecil / gang,jalan lokal besar,akses jalan besar,jalan besar penghubung antar kota;9;1;40;2000;2;10;8;10;1;1.90%;27273;30534;2170.35;2429.82;low;1;5
2371;-649.227;10.579.829;20;1;20;1;8;0;2;0;50;residential,trunk;jalan perumahan,jalan besar penghubung antar kota;5;1;20;1500;0;8;12;10;1;1.70%;17783;19676;2515.77;2783.54;low;1;2
1004;-620.386.741.410.613;106.769.203.173.045;20;1;20;1;20;1;20;1;80;residential,primary,living_street,tertiary,primary_link;jalan perumahan,jalan utama kota,jalan kecil / gang,jalan lokal besar,akses jalan utama;10;1;67;1000;1;13;6;10;1;0.50%;67804;69864;21582.78;22238.41;very_high;0;1
2397;-621.920.837.628.704;106.771.680.350.857;20;1;20;1;20;1;20;1;80;tertiary,secondary,residential,living_street;jalan lokal besar,jalan penghubung utama,jalan perumahan,jalan kecil / gang;10;1;34;1000;0;9;11;10;1;0.50%;59489;61296;18935.88;19511.1;very_high;1;1
2396;-623.526;10.677.208;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;22;1000;2;13;5;10;1;0.90%;49209;51927;15663.81;16528.92;high;1;1
1903;359.884;9.861.181;20;1;20;1;20;1;20;1;80;trunk,residential,trunk_link,living_street;jalan besar penghubung antar kota,jalan perumahan,akses jalan besar,jalan kecil / gang;6;1;16;2000;4;9;7;10;1;1.90%;60686;67941;1069829;5406.55;low;1;3
1863;357.105;9.888.327;20;1;20;1;17;0;7;0;64;secondary,residential,living_street;jalan penghubung utama,jalan perumahan,jalan kecil / gang;7;1;30;2000;3;14;3;10;1;1.90%;24422;27342;1943.44;2175.79;low;1;3
2030;3.654.486;988.979.509;20;1;8;0;2;0;2;0;32;residential;jalan perumahan;2;0;2;2000;0;4;1;5;0;1.90%;21987;24616;1749.69;1958.87;low;1;3
3333;-1.474.873;119.368.234;5;0;7;0;1;0;1;0;14;residential,unclassified;jalan perumahan,jalan umum kecil;2;0;13;2000;0;1;4;5;0;1.90%;2714;3039;215.99;241.81;low;1;5
3407;-7.826.554;110.367.431;20;1;20;1;20;1;20;1;80;residential,primary,secondary,living_street,unclassified,tertiary;jalan perumahan,jalan utama kota,jalan penghubung utama,jalan kecil / gang,jalan umum kecil,jalan lokal besar;10;1;48;1500;0;8;12;10;1;1.70%;66233;73283;9370.11;10367.41;medium;1;2
3805;14.517;124.823.224;20;1;20;1;20;1;20;1;80;secondary,tertiary,residential,living_street;jalan penghubung utama,jalan lokal besar,jalan perumahan,jalan kecil / gang;10;1;44;2000;3;9;8;10;1;1.90%;67362;75415;5360.48;6001.35;low;1;5
3612;-2.221.206;121.736.642;20;1;6;0;2;0;2;0;30;residential,trunk,unclassified;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil;5;1;9;2000;2;3;2;7;0;1.90%;750;840;59.68;66.81;low;1;5
2349;-642.164;10.673.289;20;1;20;1;20;1;4;0;64;trunk,primary,residential,trunk_link,living_street;jalan besar penghubung antar kota,jalan utama kota,jalan perumahan,akses jalan besar,jalan kecil / gang;10;1;48;1000;2;6;12;10;1;1.70%;29168;32272;9284.37;10272.54;medium;1;1
2474;-645.766.246.610.919;106.730.537.872.353;20;1;20;1;7;0;11;0;58;trunk,residential,living_street,trunk_link;jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang,akses jalan besar;6;1;20;1000;1;13;3;10;1;1.70%;22065;24413;7023.5;7771.04;low;1;1
1577;-684.556.955.549.384;106.760.947.785.013;20;1;20;1;13;0;6;0;59;unmapped;unmapped;0;0;0;1500;0;10;10;10;1;1.70%;16756;18540;2370.55;2622.86;low;0;2
2329;-634.167;10.656.976;20;1;20;1;13;0;6;0;59;residential,secondary,living_street;jalan perumahan,jalan penghubung utama,jalan kecil / gang;7;1;38;1000;1;12;7;10;1;1.70%;18666;20653;5941.52;6573.9;low;1;1
2332;-624.817.533.255.236;106.701.278.076.057;20;1;20;1;20;1;20;1;80;residential,secondary,living_street;jalan perumahan,jalan penghubung utama,jalan kecil / gang;7;1;75;1000;1;12;7;10;1;0.90%;49415;52144;15729.15;16597.87;high;1;1
1924;361.660.423.978.029;986.840.642.813.638;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;61;2000;2;6;12;10;1;1.50%;151835;166023;12082.66;13211.71;medium;1;3
2645;-6.360.102;1.066.978.488;20;1;20;1;9;0;3;0;52;primary,living_street,residential;jalan utama kota,jalan kecil / gang,jalan perumahan;8;1;20;1000;1;8;11;10;1;1.70%;25033;27697;7968.13;8816.21;low;1;1
2381;-616.991;10.653.061;20;1;20;1;20;1;14;0;74;secondary,residential,tertiary,living_street;jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang;10;1;21;1000;1;8;11;10;1;1.70%;16727;18507;5324.37;5891.07;low;1;1
1482;-628.396;10.715.303;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1500;0;11;9;10;1;1.70%;30816;34096;9808.96;10852.97;medium;0;1
1419;-692.565.472.492.919;107.590.341.431.247;20;1;20;1;20;1;20;1;80;living_street;jalan kecil / gang;1;0;3;1500;1;7;12;10;1;0.50%;232968;240045;32958.23;33959.42;very_high;1;2
1819;-660.135.959.399.925;106.778.105.924.118;20;1;20;1;20;1;20;1;80;unmapped;unmapped;0;0;0;1000;0;13;7;10;1;1.30%;79932;86372;11308.02;12219.21;medium;0;1
3386;-6.964.648;110.405.738;20;1;20;1;20;1;8;0;68;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;94;1500;0;12;8;10;1;1.70%;65670;72659;9290.38;10279.2;medium;1;2
2632;-64.178.604;1.067.818.075;20;1;20;1;6;0;13;0;59;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;60;1000;1;11;8;10;1;1.70%;27554;30487;8770.82;9704.34;low;1;1
3269;-206.965.369.108;1.206.896.869.636;19;0;6;0;3;0;0;0;28;residential,trunk,unclassified;jalan perumahan,jalan besar penghubung antar kota,jalan umum kecil;5;1;10;2000;1;2;0;3;0;1.90%;1669;1869;132.85;148.73;low;1;5
3662;13.249.849;1.248.425.551;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;38;2000;3;10;7;10;1;1.90%;30310;33934;2412.01;2700.38;low;1;5
2910;-7.589.358;11.274.507;20;1;19;0;3;0;3;0;45;trunk,residential,living_street;jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang;6;1;6;1500;0;7;3;10;0;1.70%;21116;23363;2987.3;3305.26;low;1;2
3350;-0.526128944450375;117.149.870.820.155;20;1;20;1;20;1;7;0;67;primary,residential,unclassified,living_street;jalan utama kota,jalan perumahan,jalan umum kecil,jalan kecil / gang;8;1;32;2000;2;12;6;10;1;1.90%;12139;13590;965.99;1081.47;low;1;2
2102;-731.652.352.574.802;110.505.441.555.954;20;1;20;1;13;0;8;0;61;primary,residential,primary_link;jalan utama kota,jalan perumahan,akses jalan utama;7;1;55;1500;0;13;7;10;1;1.70%;35816;39629;5066.99;5606.29;low;1;4
2157;-122.618.730.471.337;116.860.768.318.233;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;43;2000;3;9;8;10;1;1.90%;56483;63236;4494.78;5032.15;low;1;4
2022;128.042;9.761.479;20;1;20;1;17;0;6;0;63;residential,tertiary,secondary,living_street;jalan perumahan,jalan lokal besar,jalan penghubung utama,jalan kecil / gang;10;1;30;2000;5;10;5;10;1;1.90%;34644;38786;2756.87;3086.47;low;1;3
1820;-52.105.561;1.195.571.454;20;1;20;1;1;0;2;0;43;primary,unclassified,residential;jalan utama kota,jalan umum kecil,jalan perumahan;7;1;9;2000;1;13;5;10;1;1.90%;15957;17865;1269.81;1421.62;low;1;5
3109;-5.634.611;132.743.056;20;1;20;1;16;0;6;0;62;tertiary,trunk,residential;jalan lokal besar,jalan besar penghubung antar kota,jalan perumahan;8;1;24;2000;3;4;13;10;1;1.90%;20708;23184;1647.87;1844.88;low;1;6
3156;-0.9036084;1.198.701.165;20;1;20;1;20;1;20;1;80;residential,secondary,tertiary,secondary_link,living_street;jalan perumahan,jalan penghubung utama,jalan lokal besar,akses jalan penghubung,jalan kecil / gang;10;1;47;2000;2;9;9;10;1;1.90%;64020;71674;5094.58;5703.66;low;1;5
2261;-121.927.143.258;1.168.560.598.711;20;1;20;1;20;1;20;1;80;residential,trunk,tertiary;jalan perumahan,jalan besar penghubung antar kota,jalan lokal besar;8;1;30;2000;5;9;6;10;1;1.90%;49943;55914;3974.35;4449.5;low;1;4
3404;-6.828.442;11.084.761;20;1;20;1;8;0;0;0;48;secondary,tertiary,residential,unclassified,living_street;jalan penghubung utama,jalan lokal besar,jalan perumahan,jalan umum kecil,jalan kecil / gang;10;1;78;1500;1;11;8;10;1;1.70%;34676;38367;4905.69;5427.83;low;1;2
2802;-759.674.954.835.821;112.785.478.119.288;20;1;20;1;20;1;9;0;69;residential,secondary,unclassified,trunk,living_street;jalan perumahan,jalan penghubung utama,jalan umum kecil,jalan besar penghubung antar kota,jalan kecil / gang;10;1;44;1500;2;10;8;10;1;1.70%;33311;36857;4712.57;5214.15;low;1;2
3794;0.339499;127.732.092;2;0;3;0;0;0;0;0;5;secondary,residential,trunk;jalan penghubung utama,jalan perumahan,jalan besar penghubung antar kota;9;1;23;2000;1;2;0;3;0;1.90%;1959;2193;155.88;174.52;low;1;6
2787;-7.367.858.864.279;112.757.767.077.885;20;1;20;1;20;1;9;0;69;residential,tertiary,unclassified,living_street;jalan perumahan,jalan lokal besar,jalan umum kecil,jalan kecil / gang;6;0;67;1500;2;8;10;10;1;1.70%;44772;49537;6333.91;7008.06;low;1;2
2983;-7.469.922;112.434.767;20;1;20;1;20;1;20;1;80;tertiary,secondary,residential,living_street;jalan lokal besar,jalan penghubung utama,jalan perumahan,jalan kecil / gang;10;1;30;1500;0;9;11;10;1;1.70%;61905;68494;8757.82;9689.96;low;1;2
1154;-621.305.234.449.502;107.274.545.133.575;20;1;20;1;2;0;3;0;45;secondary,residential,tertiary,living_street,tertiary_link;jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang,akses jalan lokal;10;1;16;1500;0;4;10;10;1;1.70%;15283;16909;2162.07;2392.19;low;1;1
1127;-631.453.127.939.982;10.699.706.377.048;20;1;20;1;20;1;18;0;78;secondary,residential,tertiary,living_street;jalan penghubung utama,jalan perumahan,jalan lokal besar,jalan kecil / gang;10;1;29;1000;0;11;9;10;1;1.30%;31807;34370;10124.46;10940.29;medium;1;1
1462;-64.448;108.166.948;20;1;10;0;0;0;2;0;32;residential,primary;jalan perumahan,jalan utama kota;7;1;19;1500;0;2;1;3;0;1.70%;5802;6420;820.88;908.25;low;1;2
2093;-61.936.387.203.337;106.762.940.880.191;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;22;1000;0;11;9;10;1;0.50%;77406;79757;24639;25387.47;very_high;0;1
1051;-640.058;10.687.835;20;1;20;1;10;0;12;0;62;secondary,trunk,living_street,residential,trunk_link;jalan penghubung utama,jalan besar penghubung antar kota,jalan kecil / gang,jalan perumahan,akses jalan besar;10;1;36;1000;3;8;9;10;1;1.70%;30336;33565;9656.28;10684.04;medium;1;1
1088;-6.391.793.078.828;106.873.635.199.741;20;1;20;1;20;1;19;0;79;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;71;1000;0;11;9;10;1;1.30%;38924;42061;12389.99;13388.37;medium;1;1
1281;-640.225.822.074.078;106.885.417.388.102;20;1;20;1;8;0;5;0;53;living_street,secondary,residential,tertiary;jalan kecil / gang,jalan penghubung utama,jalan perumahan,jalan lokal besar;10;1;34;1000;2;7;11;10;1;1.70%;30336;33565;9656.28;10684.04;medium;1;1
2323;3.334.345;114.609.167;0;0;1;0;0;0;0;0;1;unmapped;unmapped;0;0;0;2000;0;0;0;0;0;0.00%;0;0;0;0;no_population;1;4
3320;0.4620223;1.219.358.024;20;1;20;1;16;0;2;0;58;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;11;2000;2;12;6;10;1;1.90%;11439;12806;910.26;1019.08;low;1;5
1887;401.045.267.564.112;982.931.665.889.549;20;1;20;1;13;0;3;0;56;trunk,living_street,unclassified,residential;jalan besar penghubung antar kota,jalan kecil / gang,jalan umum kecil,jalan perumahan;6;1;31;2000;2;6;9;10;1;1.90%;11235;12578;894.03;1000.92;low;1;3
2311;-33.955.278;1.146.788.056;20;1;20;1;3;0;2;0;45;primary,residential;jalan utama kota,jalan perumahan;7;1;12;2000;1;8;6;10;1;1.90%;6340;7098;504.5;564.81;low;1;4
1990;356.014.735.978.577;986.522.007.519.877;20;1;20;1;20;1;20;1;80;residential,living_street;jalan perumahan,jalan kecil / gang;3;0;15;2000;1;7;12;10;1;1.90%;118551;132724;9433.99;10561.86;medium;1;3
3676;0.809324;127.385.243;20;1;20;1;14;0;8;0;62;trunk,living_street,tertiary,residential;jalan besar penghubung antar kota,jalan kecil / gang,jalan lokal besar,jalan perumahan;9;1;44;2000;2;10;8;10;1;1.90%;64376;72072;5122.87;5735.33;low;1;6
2192;21.517.862;1.174.919.344;20;1;20;1;20;1;8;0;68;residential,trunk,tertiary,secondary_link,living_street,unclassified;jalan perumahan,jalan besar penghubung antar kota,jalan lokal besar,akses jalan penghubung,jalan kecil / gang,jalan umum kecil;9;1;48;2000;6;8;6;10;1;1.90%;10858;12156;864.07;967.37;low;1;4
3057;-32.694.854;1.271.043.772;20;1;20;1;7;0;0;0;47;residential,unclassified,tertiary;jalan perumahan,jalan umum kecil,jalan lokal besar;5;0;30;2000;6;5;9;10;1;1.90%;14749;16512;1173.66;1313.98;low;1;6
3290;-0.83590060729944;11.988.664.172.074;20;1;20;1;4;0;4;0;48;residential,primary,living_street;jalan perumahan,jalan utama kota,jalan kecil / gang;8;1;43;2000;3;6;11;10;1;1.90%;18087;20250;1439.34;1611.42;low;1;5
2634;-63.667.964;1.067.829.917;20;1;20;1;16;0;13;0;69;primary,tertiary,residential,living_street;jalan utama kota,jalan lokal besar,jalan perumahan,jalan kecil / gang;10;1;13;1000;1;9;10;10;1;1.30%;40780;44066;12980.73;14026.71;high;1;1
1135;-631.944;1.068.835;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;57;1000;1;13;6;10;1;0.90%;52277;55164;16640.18;17559.21;high;1;1
2529;-641.000.013.742.983;1.067.550.941.513;20;1;20;1;20;1;19;0;79;trunk,secondary,residential,living_street;jalan besar penghubung antar kota,jalan penghubung utama,jalan perumahan,jalan kecil / gang;10;1;58;1000;2;11;7;10;1;1.30%;40489;43752;12888.16;13926.68;medium;1;1
1017;-620.474.685.425.779;106.935.234.954.032;20;1;20;1;20;1;20;1;80;secondary,residential,living_street;jalan penghubung utama,jalan perumahan,jalan kecil / gang;7;1;75;1000;1;10;9;10;1;0.50%;57344;59086;18253.25;18807.74;very_high;1;1
1258;-620.097.557.121.481;106.935.219.580.623;20;1;20;1;20;1;20;1;80;residential,secondary,living_street;jalan perumahan,jalan penghubung utama,jalan kecil / gang;7;1;36;1000;1;10;9;10;1;0.90%;56190;59293;17885.8;18873.63;very_high;1;1
3775;0.624501;123.005.907;20;1;20;1;2;0;7;0;49;residential,unclassified,trunk,tertiary;jalan perumahan,jalan umum kecil,jalan besar penghubung antar kota,jalan lokal besar;8;1;34;2000;2;10;8;10;1;1.90%;8641;9674;687.63;769.84;low;1;5
2614;-620.470.142.951.573;106.728.954.697.943;20;1;20;1;20;1;20;1;80;residential,tertiary,living_street;jalan perumahan,jalan lokal besar,jalan kecil / gang;6;0;40;1000;2;8;10;10;1;0.50%;64008;65953;20374.45;20993.38;very_high;1;1
2532;-632.172.285.274.389;106.818.584.636.032;20;1;20;1;20;1;20;1;80;tertiary,residential,living_street;jalan lokal besar,jalan perumahan,jalan kecil / gang;6;0;49;1000;3;8;9;10;1;1.30%;43697;47218;13909.25;15030.05;high;1;1
2820;-721.806.780.730.812;112.732.497.559.092;20;1;20;1;20;1;14;0;74;trunk,residential,secondary,living_street,trunk_link;jalan besar penghubung antar kota,jalan perumahan,jalan penghubung utama,jalan kecil / gang,akses jalan besar;10;1;42;1500;0;12;8;10;1;1.30%;77835;84107;11011.44;11898.73;medium;1;2
2848;-758.022.669.042.621;11.215.695.492.331;20;1;20;1;10;0;0;0;50;tertiary,residential,trunk;jalan lokal besar,jalan perumahan,jalan besar penghubung antar kota;8;1;14;1500;0;7;13;10;1;1.70%;20073;22209;2839.74;3141.99;low;1;2
1859;356.796;98.964;20;1;20;1;20;1;4;0;64;residential,trunk,secondary,unclassified,tertiary;jalan perumahan,jalan besar penghubung antar kota,jalan penghubung utama,jalan umum kecil,jalan lokal besar;10;1;32;2000;0;10;10;10;1;1.90%;26767;29967;2130.02;2384.67;low;1;3
2301;-32.866.048;1.145.837.294;20;1;20;1;20;1;8;0;68;residential,tertiary;jalan perumahan,jalan lokal besar;5;0;29;2000;2;10;8;10;1;1.90%;107713;120590;8571.5;9596.26;low;1;4
2431;-631.926.736.806.677;106.581.270.874.834;20;1;20;1;9;0;3;0;52;primary,secondary,tertiary,residential,living_street;jalan utama kota,jalan penghubung utama,jalan lokal besar,jalan perumahan,jalan kecil / gang;10;1;12;1000;1;8;11;10;1;1.70%;23768;26298;7565.61;8370.85;low;1;1
1522;-512.333;1.195.077;20;1;20;1;20;1;20;1;80;residential,unclassified,living_street,trunk,trunk_link;jalan perumahan,jalan umum kecil,jalan kecil / gang,jalan besar penghubung antar kota,akses jalan besar;6;1;33;2000;1;10;9;10;1;1.50%;135264;147904;10763.98;11769.8;medium;1;5
1523;-511.099;11.951.104;20;1;20;1;20;1;14;0;74;residential,trunk,living_street,trunk_link,secondary;jalan perumahan,jalan besar penghubung antar kota,jalan kecil / gang,akses jalan besar,jalan penghubung utama;10;1;37;2000;3;10;7;10;1;1.50%;133101;145538;10591.85;11581.58;medium;1;5
3466;-7.544.092;11.060.134;20;1;20;1;20;1;5;0;65;primary,residential,tertiary,secondary,trunk;jalan utama kota,jalan perumahan,jalan lokal besar,jalan penghubung utama,jalan besar penghubung antar kota;10;1;80;1500;0;6;14;10;1;1.70%;24516;27125;3468.28;3837.42;low;1;2
1485;-512.818;11.949.991;20;1;20;1;20;1;20;1;80;trunk_link,trunk,residential,living_street;akses jalan besar,jalan besar penghubung antar kota,jalan perumahan,jalan kecil / gang;6;1;61;2000;1;10;9;10;1;1.50%;131101;143352;10432.71;11407.58;medium;1;5
